Time,Test,Solver,Threading,Threads,Iterations,Notes,JuMP build,Build (RAM only),Optimisation,Total,Optimum Value
2020-06-17 22:08:04,HS21,RAM,false,8,1,,0.11765193939208984,0.00013399124145507812,3.0994415283203125e-5,0.11781692504882812,0.009999000099993325
2020-06-17 22:08:05,HS21,RAM,false,8,2,,0.11765193939208984,0.0001308917999267578,3.314018249511719e-5,0.11781597137451172,0.009999000099990002
2020-06-17 22:08:06,HS21,RAM,false,8,3,,0.11765193939208984,8.797645568847656e-5,2.8133392333984375e-5,0.1177680492401123,0.009999000099990002
2020-06-17 22:08:06,HS21,RAM,false,8,4,,0.11765193939208984,7.605552673339844e-5,2.193450927734375e-5,0.11774992942810059,0.009999000099990002
2020-06-17 22:08:06,HS21,RAM,false,8,5,,0.11765193939208984,7.581710815429688e-5,2.5987625122070312e-5,0.11775374412536621,0.009999000099990002
2020-06-17 22:08:06,HS21,RAM,false,8,6,,0.11765193939208984,7.605552673339844e-5,2.6941299438476562e-5,0.11775493621826172,0.009999000099990002
2020-06-17 22:08:06,HS21,RAM,false,8,7,,0.11765193939208984,7.605552673339844e-5,2.7894973754882812e-5,0.11775588989257812,0.009999000099990002
2020-06-17 22:08:07,HS21,RAM,false,8,8,,0.11765193939208984,7.486343383789062e-5,2.8848648071289062e-5,0.11775565147399902,0.009999000099990002
2020-06-17 22:08:07,HS21,RAM,false,8,9,,0.11765193939208984,7.891654968261719e-5,5.316734313964844e-5,0.11778402328491211,0.009999000099990002
2020-06-17 22:08:07,HS21,RAM,false,8,10,,0.11765193939208984,7.486343383789062e-5,3.314018249511719e-5,0.11775994300842285,0.009999000099990002
2020-06-17 22:08:07,HS21,RAM,false,8,1,,0.10412096977233887,7.605552673339844e-5,2.1219253540039062e-5,0.1042182445526123,0.009999000099988884
2020-06-17 22:08:07,HS21,RAM,false,8,2,,0.10412096977233887,0.00010895729064941406,2.3126602172851562e-5,0.10425305366516113,0.009999000099990002
2020-06-17 22:08:07,HS21,RAM,false,8,3,,0.10412096977233887,7.605552673339844e-5,2.288818359375e-5,0.10421991348266602,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,4,,0.10412096977233887,8.392333984375e-5,2.2172927856445312e-5,0.10422706604003906,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,5,,0.10412096977233887,9.107589721679688e-5,2.5033950805664062e-5,0.10423707962036133,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,6,,0.10412096977233887,6.890296936035156e-5,2.3126602172851562e-5,0.10421299934387207,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,7,,0.10412096977233887,7.390975952148438e-5,2.5987625122070312e-5,0.10422086715698242,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,8,,0.10412096977233887,7.700920104980469e-5,3.0040740966796875e-5,0.10422801971435547,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,9,,0.10412096977233887,7.605552673339844e-5,3.0040740966796875e-5,0.10422706604003906,0.009999000099990002
2020-06-17 22:08:08,HS21,RAM,false,8,10,,0.10412096977233887,8.416175842285156e-5,3.0994415283203125e-5,0.10423612594604492,0.009999000099990002
2020-06-17 22:08:09,HS21,RAM,false,8,1,,0.11565709114074707,8.392333984375e-5,2.288818359375e-5,0.11576390266418457,0.009999000099989991
2020-06-17 22:08:09,HS21,RAM,false,8,2,,0.11565709114074707,0.00010204315185546875,2.384185791015625e-5,0.1157829761505127,0.009999000099990002
2020-06-17 22:08:09,HS21,RAM,false,8,3,,0.11565709114074707,8.392333984375e-5,4.00543212890625e-5,0.11578106880187988,0.009999000099990002
2020-06-17 22:08:09,HS21,RAM,false,8,4,,0.11565709114074707,8.893013000488281e-5,2.5987625122070312e-5,0.11577200889587402,0.009999000099990002
2020-06-17 22:08:10,HS21,RAM,false,8,5,,0.11565709114074707,7.700920104980469e-5,2.4080276489257812e-5,0.11575818061828613,0.009999000099990002
2020-06-17 22:08:10,HS21,RAM,false,8,6,,0.11565709114074707,8.296966552734375e-5,2.7894973754882812e-5,0.1157679557800293,0.009999000099990002
2020-06-17 22:08:10,HS21,RAM,false,8,7,,0.11565709114074707,8.606910705566406e-5,3.1948089599609375e-5,0.11577510833740234,0.009999000099990002
2020-06-17 22:08:10,HS21,RAM,false,8,8,,0.11565709114074707,8.296966552734375e-5,2.8848648071289062e-5,0.1157689094543457,0.009999000099990002
2020-06-17 22:08:10,HS21,RAM,false,8,9,,0.11565709114074707,8.606910705566406e-5,3.2901763916015625e-5,0.11577606201171875,0.009999000099990002
2020-06-17 22:08:10,HS21,RAM,false,8,10,,0.11565709114074707,8.487701416015625e-5,3.2901763916015625e-5,0.11577486991882324,0.009999000099990002
2020-06-17 22:13:55,HS118,RAM,false,8,5,,0.27104997634887695,0.00037288665771484375,0.00011801719665527344,0.27154088020324707,-141116.017041788
2020-06-17 22:13:56,HS118,RAM,false,8,10,,0.27104997634887695,0.00034809112548828125,0.00024580955505371094,0.27164387702941895,-142532.4896814401
2020-06-17 22:13:56,HS118,RAM,false,8,15,,0.27104997634887695,0.0002288818359375,0.0002810955047607422,0.2715599536895752,-142582.8532293226
2020-06-17 22:13:57,HS118,RAM,false,8,20,,0.27104997634887695,0.00028204917907714844,0.00040793418884277344,0.2717399597167969,-142583.32354333022
2020-06-17 22:13:57,HS118,RAM,false,8,25,,0.27104997634887695,0.000286102294921875,0.0005009174346923828,0.2718369960784912,-142583.32354333336
